"","...1","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"sp11117","11117","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Ophiostomatales","f__Ophiostomataceae","g__Sporothrix","s__rossii"
"sp11118","11118","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Phialocephala","s__bamuru"
"sp11120","11120","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Phialemonium","s__inflatum"
"sp11121","11121","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__pseudensiforme"
"sp11122","11122","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Arthrographis",NA
"sp11126","11126","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron","s__eucalypti"
"sp11127","11127","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"sp11129","11129","k__Fungi","p__Olpidiomycota","c__Olpidiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidiaster","s__brassicae"
"sp11130","11130","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Lactocollybia",NA
"sp11131","11131","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__ambigua"
"sp11132","11132","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora",NA
"sp11133","11133","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Lecanicillium","s__psalliotae"
"sp11137","11137","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__neocrassum"
"sp11138","11138","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Marquandomyces","s__marquandii"
"sp11139","11139","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Lactocollybia",NA
"sp11142","11142","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__pimiteouiense"
"sp11143","11143","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Disciseda","s__hyalothrix"
"sp11144","11144","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__parvifructum"
"sp11146","11146","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp11147","11147","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__diffluens"
"sp11150","11150","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Hyaloscypha","s__fuckelii"
"sp11151","11151","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Paramyrothecium",NA
"sp11152","11152","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Monosporascus",NA
"sp11154","11154","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hamatocanthoscyphaceae","g__Xenopolyscytalum","s__pinea"
"sp11155","11155","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Aphanoascus",NA
"sp11157","11157","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Melanogastraceae","g__Melanogaster","s__ambiguus"
"sp11158","11158","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"sp11161","11161","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Lectera","s__nordwiniana"
"sp11166","11166","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp11167","11167","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp11168","11168","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__procaviae"
"sp11171","11171","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Meyerozyma","s__carpophila"
"sp11173","11173","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Dactylonectria","s__macrodidyma"
"sp11174","11174","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Podosporaceae","g__Podospora","s__intestinacea"
"sp11175","11175","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Arachnomycetaceae","g__Arachnomycetaceae_gen_Incertae_sedis",NA
"sp11180","11180","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Setophaeosphaeria","s__badalingensis"
"sp11181","11181","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Clarireedia","s__bennettii"
"sp11182","11182","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Thelephora","s__terrestris"
"sp11184","11184","k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","g__Rhizophlyctis","s__rosea"
"sp11185","11185","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"sp11189","11189","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Fusariella","s__hughesii"
"sp11191","11191","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA
"sp11192","11192","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__polyadelpha"
"sp11195","11195","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizoglomus","s__silesianum"
"sp11198","11198","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Iodophanus","s__carneus"
"sp11199","11199","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium","s__constrictum"
"sp11200","11200","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__atra"
"sp11201","11201","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Crepatura",NA
"sp11203","11203","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae"
"sp11204","11204","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Purpureocillium","s__lavendulum"
"sp11205","11205","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Cytosporella","s__juncicola"
"sp11208","11208","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__pinicola"
"sp11209","11209","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__xenobiotica"
"sp11211","11211","k__Fungi","p__Monoblepharomycota","c__Monoblepharidomycetes","o__Monoblepharidales","f__Monoblepharidales_fam_Incertae_sedis","g__Monoblepharidales_gen_Incertae_sedis",NA
"sp11212","11212","k__Fungi","p__Olpidiomycota","c__Olpidiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidiaceae_gen_Incertae_sedis",NA
"sp11214","11214","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__arrhizus"
"sp11215","11215","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Sclerococcales","f__Sclerococcaceae","g__Sclerococcum",NA
"sp11219","11219","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__alabamensis"
"sp11223","11223","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__flavipes"
"sp11226","11226","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__rishikesha"
"sp11230","11230","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Sakaguchiales","f__Sakaguchiaceae","g__Sakaguchia",NA
"sp11232","11232","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Parachaetomium","s__iranianum"
"sp11233","11233","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Pleuroascaceae","g__Venustampulla","s__parva"
"sp11238","11238","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__sclerotigenum"
"sp11243","11243","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__antarcticum"
"sp11244","11244","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Endoconidioma","s__populi"
"sp11245","11245","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp11246","11246","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA
"sp11249","11249","k__Fungi","p__Monoblepharomycota","c__Monoblepharidomycetes","o__Monoblepharidales","f__Monoblepharidales_fam_Incertae_sedis","g__Monoblepharidales_gen_Incertae_sedis",NA
"sp11251","11251","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Disciseda","s__hyalothrix"
"sp11254","11254","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella","s__centenaria"
"sp11256","11256","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__variata"
"sp11257","11257","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Monosporascus",NA
"sp11258","11258","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__opportunistica"
"sp11259","11259","k__Fungi","p__Olpidiomycota","c__Olpidiomycota_cls_Incertae_sedis","o__Olpidiomycota_ord_Incertae_sedis","f__Olpidiomycota_fam_Incertae_sedis","g__Olpidiomycota_gen_Incertae_sedis",NA
"sp11260","11260","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Antarctolichenia","s__onofrii"
"sp11262","11262","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"sp11263","11263","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"sp11264","11264","k__Fungi","p__Ascomycota","c__Candelariomycetes","o__Candelariales","f__Candelariaceae","g__Candelariella","s__medians"
"sp11268","11268","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Pholiota","s__foedata"
"sp11269","11269","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"sp11270","11270","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Neoschizotheciaceae","g__Neoschizothecium",NA
"sp11273","11273","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__caulivorum"
"sp11278","11278","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Thelebolaceae","g__Thelebolaceae_gen_Incertae_sedis",NA
"sp11279","11279","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron","s__griseum"
"sp11280","11280","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Phialemonium","s__inflatum"
"sp11282","11282","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"sp11284","11284","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__minourae"
"sp11285","11285","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__subemetica"
"sp11288","11288","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactarius","s__imperceptus"
"sp11290","11290","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Auricularia",NA
"sp11291","11291","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylella","s__tenuis"
"sp11293","11293","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Kalmusia","s__variispora"
"sp11294","11294","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma","s__setigerum"
"sp11297","11297","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Scytalidium",NA
"sp11300","11300","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Immersiella","s__caudata"
"sp11303","11303","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"sp11305","11305","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Lactocollybia",NA
"sp11309","11309","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Lactocollybia",NA
"sp11310","11310","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__cateniformis"
"sp11314","11314","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Phialemonium","s__inflatum"
"sp11315","11315","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__subsulphurea"
"sp11317","11317","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Gamszarea",NA
"sp11318","11318","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Gaeumannomyces","s__avenae"
"sp11322","11322","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Oliveonia",NA
"sp11323","11323","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Thelephora","s__terrestris"
"sp11324","11324","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Thelephora","s__terrestris"
"sp11325","11325","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Hispidoconidioma","s__alpinum"
"sp11326","11326","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Papulaspora","s__byssina"
"sp11328","11328","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Auricularia",NA
"sp11330","11330","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__penicillioides"
"sp11331","11331","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp11332","11332","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Nadsonia","s__starkeyi-henricii"
"sp11333","11333","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius","s__coracis"
"sp11334","11334","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliales_fam_Incertae_sedis","g__Orbiliales_gen_Incertae_sedis",NA
"sp11335","11335","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Pithoascus",NA
"sp11336","11336","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp11337","11337","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliomycetes_ord_Incertae_sedis","f__Orbiliomycetes_fam_Incertae_sedis","g__Orbiliomycetes_gen_Incertae_sedis",NA
"sp11338","11338","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae"
"sp11340","11340","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Protomycetaceae","g__Protomyces","s__inouyei"
"sp11342","11342","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Neoschizotheciaceae","g__Neoschizothecium","s__carpinicola"
"sp11343","11343","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__opportunistica"
"sp11344","11344","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Linnemannia","s__amoeboidea"
"sp11345","11345","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Arachnomycetaceae","g__Arachnomyces","s__jinanicus"
"sp11346","11346","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Oliveonia",NA
"sp11354","11354","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Pseudorobillarda","s__phragmitis"
"sp11355","11355","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"sp11356","11356","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Sagenomella","s__oligospora"
"sp11357","11357","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"sp11358","11358","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Cercophora","s__fici"
"sp11359","11359","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Gamszarea",NA
"sp11362","11362","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__bilaiae"
"sp11363","11363","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__sabulicola"
"sp11364","11364","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__scatophila"
"sp11365","11365","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Eucasphaeria","s__capensis"
"sp11366","11366","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri"
"sp11367","11367","k__Fungi","p__Olpidiomycota","c__Olpidiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidium",NA
"sp11369","11369","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Podoscyphaceae","g__Hypochnicium","s__cremicolor"
"sp11372","11372","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Hyaloscypha","s__fuckelii"
"sp11375","11375","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Arachnomycetaceae","g__Arachnomycetaceae_gen_Incertae_sedis",NA
"sp11376","11376","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__heimaeyensis"
"sp11382","11382","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Ascotricha",NA
